Beginning of Correction Region, 350 nm Ratio, 360 nm Ratio, 370 nm Ratio, 380 nm Ratio,350 nm, 360 nm, 370 nm, 380 nm
370,1.53418014428,1.73501057948,1.82453236361
372,1.45098687817,1.6378613497,1.72231231544
374,1.42193437891,1.59468229608,1.68462493045
376,1.38743697358,1.55758141045,1.64904984293
378,1.36191700808,1.51856806057,1.61004837195
380,1.33316453613,1.48211963656,1.57753277178
382,1.30523980793,1.45509948992,1.54962652294
384,1.27907740273,1.43311178505,1.52045425286
386,1.25618717619,1.40557188794,1.50048172583
388,1.23497614414,1.38196177274,1.47708572621
390,1.21248832446,1.35829371017,1.45607897837
392,1.19366266906,1.33815976013,1.43265064234
394,1.17477396786,1.31832663386,1.41124580991
396,1.16126255281,1.30185044798,1.38511696424
398,1.13580680879,1.28551569766,1.37085609672
400,1.12105362812,1.27989485018,1.34168434332
402,1.10025991121,1.26895319153,1.32795296602
404,1.09702687543,1.25845364769,1.30153717877
406,1.08671807929,1.24309392425,1.28818714477
408,1.08826823635,1.22943568622,1.26619107537
410,1.08548730121,1.22028353323,1.24928707578
412,1.07696196291,1.21284557454,1.24084259582
414,1.0658705656,1.21078070106,1.22577819098
416,1.05119733143,1.21287390798,1.21468339024
418,1.04070224756,1.21955423382,1.19516522681
420,1.04385034874,1.20607873813,1.18253471341
422,1.05491911584,1.2037227822,1.15555691173
424,1.03099491792,1.21488149232,1.14947270946
426,1.02432400248,1.23275219802,1.12248120735
428,1.00030704034,1.24812555311,1.11344678303
430,1.01524196009,1.19783789327,1.13033525837
432,1.03948061206,1.1808314799,1.1088128416
434,1.10164517295,1.17946152071,1.04101462026
436,1.14021952505,1.18641582423,0.988001925143
438,1.12046396517,1.2211852561,0.967151503766
440,1.08275744163,1.28850025183,0.933172904409
